Var1	Freq
neuromuscular or musculoskeletal disease	1
neuromuscular-blocking agents	1
neuropathology	1
neuropsychiatric illnesses	1
neuropsychiatric inventory	1
neuropsychiatric inventory ( npi ) agitation/aggression subscale score	1
neuropsychiatric inventory ( npi ) apathy item	1
neuropsychiatric inventory ( npi ) total score	1
neuropsychiatric inventory agitation/aggression item score	1
neuropsychiatric inventory-nursing home version total score	1
neuropsychological battery	1
neuropsychological measures	1
neuropsychological or clinical testing	1
neuropsychological sequelae	1
neuropsychological test	1
neuropsychological test battery	1
neuropsychological test results	1
neuropsychological testing	1
neuropsychological tests	1
neurostimulator	1
neurosurgery	1
neutrophil count	1
new cardiovascular event	1
new tumor	1
new york heart association	1
new york heart association nyha	1
newly approved medications	1
nia-aa	1
nia-alzheimer's association core clinical criteria	1
niaaa criteria	1
niaaa criteria iii	1
nicotine patch	1
nicotine patches	1
nicotine replacement therapy	1
nilvadipine	1
nimh diagnostic criteria	1
nimh( national institute of mental health ) consensus criteria	1
nincds-adrda ( national institute of neurological and communicative disorders and stroke -alzheimer's disease and related disorders association ) criteria	1
nincds-adrda* 1984 criteria	1
nincds-adrda16	1
nincds-adrda3 criteria	1
nincds-airen	1
nincds-ardra criteria51	1
nincds/adrda	1
nincds/adrda diagnostic criteria	1
nindnds-ardra criteria	1
ninds-airen	1
ninds-airen criteria	1
ninds-airen international workshop criteria	1
ninds-airen6 criteria	1
nivadil	1
nmda ( n-methyl-d-asparate ) antagonist	1
nmda receptor antagonists	1
nocturnal confusion / disorientation / agitation	1
nocturnal wandering	1
non child bearing potential	1
non hemispheric stroke	1
non metastatic skin cancers	1
non steroidal anti-inflammatory drugs	1
non-ad	1
non-ad dementias	1
non-ad neurodegenerative disorder	1
non-alzheimer's dementia	1
non-amnestic mci	1
non-benzodiazepine hypnotics	1
non-breast feeding	1
non-contrast mri	1
non-demented	1
non-depressed	1
non-excluded medication	1
non-melanoma skin cancer	1
non-melanoma skin cancers	1
non-metastatic basal or squamous cell carcinoma	1
non-neurodegenerative cause	1
non-pharmacological methods	1
non-removable hearing aids	1
non-squamous skin carcinoma	1
non-st-elevation mi	1
non-steroidal anti-inflammatory agents	1
non-steroidal anti-inflammatory drugs ( nsaids )	1
non-systemic corticosteroids	1
nonsmoker	1
nonsmokers	1
nonsmoking	1
nonsteroidal anti-inflammatory medication	1
norepinephrine	1
not	1
notch	1
npi	1
npi agitation/aggression subitem score	1
npi depression item	1
nps symptoms	1
nsaid	1
nsaids	1
ntervening neurological disease	1
nuprin	1
nutraceuticals	1
object	1
objective memory impairment	1
objects	1
obsessive-compulsive disorder	1
obstructive uropathy	1
occlusive cataracts	1
ocular herpes simplex virus ( hsv ) infection	1
oestradiol	1
ogtt criteria	1
olal rivastigmine	1
olanzapine	1
old	1
oligophrenia	1
olin depression	1
omega 3 pufa supplements	1
omega- 3 fatty acid status	1
omega- 3 fatty acid supplement	1
omega- 3 fatty acids	1
omega- 3 index	1
oncological diagnosis	1
onset age	1
open head injury	1
ophthalmic dilating agents	1
ophthalmic shingles	1
ophthalmologic/visual problems	1
opiate drugs	1
opiates	1
optic neuritis	1
opticrom	1
oral drug	1
oral glucose tolerance test	1
oral hurts	1
oral hypoglycemic agents	1
oral medication	1
oreign metal objects	1
organ ( esp. liver or renal ) dysfunction	1
organ system diseases	1
organic affective disorder	1
organic brain disease	1
organic diseases	1
orientation	1
orthopedic surgery	1
orthopnea	1
osteoarthritis	1
ot surgery	1
otc	1
over the counter drug	1
over-the-counter	1
over-the-counter medication	1
over-the-counter or prescription medication	1
overlapping side effects	1
oxybutynin	1
oxygen therapy	1
pain	1
pain medication	1
pancreatitis	1
panic attacks	1
papilledema	1
paraclinical manifestations	1
paranoid disorder	1
parathyroid	1
parenchymal lesion	1
parkinson	1
parkinson s disease	1
parkinson s disease dementia	1
parkinson's disease - dementia	1
parkinson's disease dementia	1
passive immunotherapies	1
pba	1
pd-mci	1
pemoline	1
perceived stress scale 14 items	1
peripheral anticholinergics	1
peripheral trauma	1
periventricular disease	1
periventricular white matter	1
permanent pacemaker	1
persistent neurological deficits	1
personal or family history	1
pet scans	1
pet tracer	1
pet/ pib scores	1
petersen's criteria	1
pfizer pharma gmbh	1
pgp inhibitors	1
pharmacological immunosuppression	1
pharmacotherapy	1
phenylephrine	1
pheochromocytoma	1
physical	1
physical aggression	1
physical and neurological examination	1
physical examination findings	1
physical exercise	1
physical exercises	1
physical health	1
physical impairment	1
physical or mental disease	1
physical or neurologic deficit	1
physostigmine	1
pittsburgh agitation scale score	1
pituitary	1
pituitary tumors	1
plasma pufa	1
plastic surgery	1
platelet	1
platelets	1
pneumonia	1
post menopause	1
post-gastrectomy	1
post-partum	1
post-stroke period	1
post-traumatic / post-surgery	1
post-traumatic brain injury	1
post-traumatic stress disorder	1
post-treatment hypersensitivity reactions	1
posterior cortical atrophy	1
potent cyp2d6 inhibitor	1
potent inhibitors of cyp3a4	1
potent pgp inhibitors	1
ppar agonist	1
pr	1
pr interval	1
pradaxa	1
prazosin	1
pre-menopausal	1
pre-study test	1
pre-study urine screen	1
predicted survival	1
prednisone	1
pregnancy test result	1
premenopausal with childbearing potential	1
prescribed medication	1
prescription acetylcholinesterase inhibitor	1
prescription drugs	1
prescription medications	1
prescription or non-prescription drugs	1
prescription or non-prescription drugs or food	1
presents	1
prestroke history	1
primary depression	1
primary hemorrhagic stroke	1
primary neurodegenerative disorder	1
primary psychotic disorder	1
primidone	1
proanolol	1
probability criteria of the alzheimer's disease and related disorders association	1
problem solving	1
problems	1
problems in daily life functioning	1
procedure	1
prochlorperazine	1
procoagulant abnormalities	1
product	1
progesterone	1
prognosis	1
progression	1
progressive dementing disorder	1
progressive disease	1
progressive memory impairment	1
prohibited medications	1
prolonged qt interval	1
propafenon	1
propofol	1
proposed level i criteria	1
propranolol	1
prostate-specific antigen	1
prosthetic devices	1
protein s/protein c deficiency	1
protein therapeutic targeting abeta	1
prothrombin	1
protracted loss of consciousness	1
prozac or ginkgo biloba	1
psa test result	1
pseudobulbar affect	1
psychiatric	1
psychiatric diagnoses	1
psychiatric diagnosis	1
psychiatric disturbance	1
psychiatric features	1
psychiatric history	1
psychiatric illnesses	1
psychiatric or neurological illness	1
psychiatric pathology	1
psychiatric serotonergic antidepressant medication	1
psychiatric, neurological or neurodegenerative conditions	1
psychiatric/neurologic disorders	1
psychoactive medication-free	1
psychoactive substance use disorder	1
psychological harm	1
psychological or physical illness	1
psychometric test results	1
psychometrictesting	1
psychosis factor	1
psychotherapy	1
psychotherapy treatment	1
psychotic disorder nos	1
psychotrop treatment	1
psychotropic	1
psychotropic agents	1
psychotropic and/or cognitively active medication	1
psychotropic or sleep medications	1
pt	1
pt and ptt	1
pt/aptt	1
pt/ptt	1
ptt	1
pulmonary dysfunction	1
pulmonary function test	1
pulmonary or cerebral embolism	1
pulmonary, gastrointestinal, endocrine, metabolic, renal or other systemic disease	1
pulmonary, gastrointestinal, renal, hepatic, endocrine or cardiovascular system disease	1
pulmonary, hepatic, gastrointestinal, metabolic, endocrine or other life threatening diseases	1
pulse oximeters	1
purposeless wandering	1
q waves	1
qtc b or qtc f	1
qtc f	1
qtc interval	1
qtc interval prolongation	1
qtc-fridericia	1
qtcb	1
qtcb interval	1
qtcf	1
quetiapine	1
quinine	1
radiation	1
radioactive substance	1
radiological evidence	1
radiopharmaceutical	1
radiopharmaceutical for imaging or therapy	1
radiopharmaceuticals	1
radiotherapy	1
raised intraocular pressure	1
rapid plasma reagin ( rpr )	1
reactive airway disease	1
reboxetine	1
recreational drugs	1
reduced vision	1
refractory anemia	1
refractory myelosuppression	1
renal dysfunction	1
renal or hepatic impairment	1
renal, hepatic or metabolic disorder	1
repolarisation abnormalities	1
residual angina	1
respirator	1
respiratory disorders	1
respiratory failure	1
respiratory obstruction	1
resting office based bp measurements	1
resting supine blood pressure	1
resting tremor	1
restless leg syndrome	1
resuscitated sudden death	1
resveratrol	1
retinal laser therapy	1
reversible causes of dementia	1
rifampicin	1
right bundle branch block	1
rigidit musculaire	1
riluzole treatment	1
rimantadine	1
risk of suicide	1
ritonavir	1
rivastigmine patch	1
rontotemporal dementia	1
rosen-modified hachinski ischemic score	1
rosen-modified hachinski score	1
rpr	1
rtms	1
same	1
sbp/dbp	1
scheltens score	1
schizo-affective disorder	1
schizophrenia-like illness	1
sci	1
scleroderma	1
screen plasma pufa	1
screening laboratory values	1
sd	1
secondary diabetes mellitus	1
secondary disorders	1
sedating antihistamines	1
sedative	1
sedative /hypnotics	1
sedative agents	1
sedative antihistamines	1
sedative medications	1
sedative-hypnotics	1
seizure inducing medication	1
semantic dementia	1
sensibility	1
sensory or motor deficit	1
serious infection	1
serologic findings	1
serology for hbv or hcv	1
serotonin-norepinephrine reuptake inhibitors	1
serum -human chorionic gonadotropin (-hcg) test	1
serum alanine aminotransferase (alt)	1
serum b12, thyroid function tests	1
serum beta-hcg	1
serum bhcg pregnancy test	1
serum chemistry laboratory value	1
serum chemistry panel	1
serum glucose level	1
serum transaminase	1
serum viscosity levels	1
sgpt or sgot	1
short-acting sleep medications	1
shunts	1
sibutramine	1
sick-sinus syndrome	1
side effects	1
siderosis	1
significant abnormality	1
significant head trauma	1
signs and symptoms	1
sildenafil	1
silent lacuna	1
similar organic dyes	1
simple phobias and generalized anxiety disorder	1
single functioning kidney	1
single prior infarct	1
sinus arrhythmia	1
skin cancers	1
skin lesion/disorder	1
skin melanoma	1
skin tumors	1
sle	1
sleep apnea	1
sleep deprivation	1
sleep disturbances	1
small meningiomas	1
smallinfarcts	1
smmse	1
smokers	1
snri	1
sodium acetate trihydrate	1
solid organ transplantation	1
space occupying lesion	1
space occupying lesions	1
space-occupying brain lesions	1
spect scans	1
spinal surgery	1
spironolactone	1
spontaneous, prolonged and severe bleeding of unclear origin	1
spontaneous, prolonged or severe bleeding of unclear origin	1
squamous cell carcinoma of the skin	1
ssris	1
st-elevation mi	1
st. john's wart	1
stablon	1
standard blood chemistry profile	1
standard mmse-k	1
standard multivitamin supplement	1
standard neuropsychological scores	1
standard nia criteria	1
standard treatment	1
standard-of-care medications	1
standardised mini-mental state examination	1
statin medications	1
statin/fibrate therapy	1
stent occlusion	1
stenting procedure	1
sterile	1
stimulant medications	1
stimulants	1
stimulators	1
striatal	1
stricture	1
structural cardiac defect	1
structural neuroimaging	1
structural or developmental abnormality	1
study agent	1
study drug	1
study medications	1
study prohibitive medication	1
study-distributed multi-vitamins	1
subarachnoidal hemorrhage	1
subcortical ischemic disease	1
subcortical vci	1
subdural haematoma	1
subdural hematomas	1
subjective complaints	1
subjective memory complaint	1
subjective memory or other cognitive complaints	1
substance ( including alcohol ) related disorders	1
substance dependence	1
substance use disorder	1
substance-induced persisting dementia	1
succinylcholine	1
succinylcholine-type muscle relaxants	1
suicidal behaviour	1
suicidal intent	1
suicidal tendency	1
suicidality	1
sulfasalazine	1
sulfonylurea	1
sulfonylureas	1
surgical procedures	1
surgical repair	1
survival	1
sustained or paroxysmal arrhythmia	1
swallowing difficulties	1
symptomatic	1
symptomatic ad treatment	1
symptomatic bifascicular block	1
symptomatic cvd	1
symptomatic drugs	1
symptomatic treatment	1
syndrome	1
syphilis antibody test	1
systemic allergic disease	1
systemic and/or ocular diseases	1
systemic cancer	1
t helper cell	1
t- score	1
t.i.a	1
t3	1
t4	1
tachycardia	1
tadalafil	1
tarcc	1
tardive dyskinesia	1
tattoos	1
tb	1
tbc	1
tca	1
tea	1
terminal cancer	1
terminal illness	1
test drug hypersensitivity	1
testosterone	1
tetracycline	1
texas alzheimer's research and care consortium	1
thalamic	1
the international statistical classification of diseases and related health problems 10th revision ( icd- 10 )	1
theophyllin	1
therapeutic response	1
thiamin deficiency	1
thiazide diuretics	1
thioridazine	1
thrombocytes	1
thromboembolic disease	1
thromboembolic events	1
thrombophlebitis	1
thrombotic stroke	1
thyroid function abnormalities	1
thyroid function test	1
thyroid function tests	1
thyroid hormones	1
thyroid stimulating hormone [tsh]	1
thyroid-stimulating hormone	1
thyroid-stimulating hormone (tsh), vitamin b12 or folate serum levels	1
tic disorder	1
timolol	1
tizanidine	1
tobacco products	1
topical, ophthalmic or inhaled glucocorticoids	1
torsade de pointes	1
total and/or direct bilirubin	1
total protein levels	1
total radiation dose	1
total recall	1
total serum protein	1
total wmh volume	1
tourette's syndrome	1
toxic epidermal necrolysis	1
tramadol	1
transient ischaemic attack	1
transient ischemic attack ( tia )	1
transient ischemic attacks	1
translocation ds mosaic form	1
traumatic brain injury with loss of consciousness	1
traumatic intracranial hemorrhage	1
treatment for a psychotic disorder	1
treatment psychotropic	1
treatment-resistant gastric	1
tremblements	1
tri cyclic antidepressives ( tca )	1
tricyclic and tetracyclic antidepressants	1
trifascicular block	1
triglycerides	1
tubal ligation	1
tuberculosis ( tb )	1
tuberculous	1
tumors	1
tumours	1
typ-1c-antiarrhyhtmics	1
type 1 diabetes mellitus	1
type 1 or type 2 diabetes mellitus	1
type 2 diabetes	1
type 2 diabetes mellitus	1
type i or type ii diabetes mellitus	1
type ii diabetes	1
typical antipsychotics	1
ub 311	1
ulcer disease	1
unclear media	1
unconscious state	1
underlying disease	1
undernutrition	1
unifocal ventricular ectopic beats	1
unipolar type	1
untreated	1
updrs iii	1
upper gi, hepatic or gallbladder disease	1
urinary obstruction	1
urinary outflow obstruction	1
urine beta-hcg	1
urine test	1
urine tests	1
urticaria	1
v hydrocephalus	1
vad	1
valproat	1
valproate	1
valvular disease	1
valvular heart disease	1
vamci	1
vardenafil	1
vascular clips	1
vascular cns-disorders	1
vascular dementia ( vad )	1
vascular dementia ( vd )	1
vascular ischemic neuropathies	1
vascular malformation	1
vascular mild cognitive impairment ( vamci )	1
vascular or lewy body or frontotemporal dementia	1
vasomotor symptoms	1
vasovagal collapse	1
vehicle	1
venous access	1
ventricular and/or atrial arrhythmias	1
ventricular bigemini or couplets, triplets	1
ventriculostomy surgery	1
verapamil	1
verbal aggression	1
verbal fluency	1
vesp	1
vision loss	1
vision or hearing problems	1
visual & auditory acuity	1
visual ability	1
visual and hearing impairment	1
visual and/or auditory deficit	1
visual or hearing difficulty	1
visuospatial/perceptual deficits	1
vitamin a supplements	1
vitamin b12 or folic acid deficiency	1
vitamin b12/ folic acid deficiency	1
vitamin deficiency states	1
vitamin k agonist	1
vitamin k deficiency	1
vitamin supplements	1
vitiligo	1
vrf	1
water	1
watercress	1
wechsler logical memory i & ii	1
wechsler memory scale-revised	1
wellbutrin	1
wernicke's encephalopathy	1
white blood cell	1
white blood cell counts	1
white matter changes	1
white matter deterioration	1
white matter disease	1
white matter hyperintensity lesions	1
white matter lacunes	1
zolpidem	1
